Book-Title,Author-Name,Description,Level,Image-URL,ISBN,Ratings,Genres
The Big R-Book From Data Science to Learning Machines and Big Data, Philippe J. S. De Brouwer ," this book provides an overall introduction to R, focusing on tools and methods commonly used in data science, and placing emphasis on practice and business use. It covers a wide range of topics in a single volume, including big data, databases, statistical machine learning, data wrangling, data visualization, and the reporting of results. The topics covered are all important for someone with a science/math background that is looking to quickly learn several practical technologies to enter or transition to the growing field of data science.",beginners,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAKIAeAMBIgACEQEDEQH/xAAbAAABBQEBAAAAAAAAAAAAAAAAAQIDBAUGB//EADkQAAIBAwMBBQUHAwMFAAAAAAECAwAEEQUSITEGE0FRcRQiYYGRBxUjMqGxwTNS0SRCYhZjguHw/8QAGQEAAwEBAQAAAAAAAAAAAAAAAAECAwQF/8QAIhEAAgICAgICAwAAAAAAAAAAAAECEQMSEyExQQQiUWGB/9oADAMBAAIRAxEAPwDyEk5PJ6+dGT5n60h6n1orqMhcnzP1oyR4n60lFAFptOvVwWgkwQGHoehpU0++kXdHbyFcgZHmRn9qF1K7UD8ZiBjg89MY/akbULpsjvWAPgvA8On0FZ/cfRFJBNEXWRWUx43A+GelP9iuu+MIhcSKu4rnnH/xFEl5LIJg209625/dHJFO+8LkTmbcO8I27tvxBH6gGn9qDoVdPvWdlWCQlThvXrTfYLzKjuJNzfl+hP7A0+PVLuNmeKQKWO47QOvShdTu1xtkxjGDtGemM+uOPSl9x9CHTb4cm2kA2lufIdaq5PmfrVxtUvHyWl5IK5xzg9RVKqjt7E/0Lk+Z+tGT5n60lFUIXJ8z9aKSijoAPU+tLQep9aSpHQtFGDSUBQtBpMHxowcHGaAo0tJ0O/1hJXsY0cRDL7pFXA8+fCm/c2oe0+zi3Jk7gXG0MOYyAQevkRU3Z28t7N9SN1IEE+nSwx+6TudiuBx6H4V0Nn2l0+N4Y3FusaaPDbm49mPe96qKCm7GcZB56Um2OjmdV0a+0hgt8iIxYrhZAxBHXIFZwroO2d1aX+rXF3Y3OmTRy3Ejr7HbyxuVLEgyb0XJ88E85rn+fOnYqFopBzS4oCgopOfOigKCijnzooAU9TRSsOaMc8daRR2mnWehWXYux1XUdHn1G5ur6W3IimKEKoyMADrVrWeyWm2EvadIBKws7G2ubUSN70TSOAVbzwDitLs2O0h+zjTl7JzCO4XUJjNmVFwu0YzuPnip9dntGHa6SKaCS7Ol2ftjW7Ao84lG/bjgn0qG2OjIvLHspoOtWnZvUdMluJ2ESXt8bnYYpHAPurjGBuFYFjolr/1/b6HLILm0+8VtjIjf1ELAZB9DXb3GmahqvbePtTo0Vhe6XqCwtO87RusA2qsisGPDAKefjXN272J+16GSweH2P74QwmLGzbvHTHGKYFv7q7N61da9pmn6bcWF5piTPHP7RvR+7Yqdw8M1z/2e6ZZ652ssrDUEMltIshdFbBOEJH6iuxvNcn1nSe2OnW4tLS8trl3VraJI2uYBIQykjljxnNUfs/7Q3GqdttIS5g0+3WITFWt7ZISSY2HJGM/OlbCijLpOj652XvNU0nTLnS7u1mjiVZZi8cxc4AGR1zV6XTuydh2mj7Jz6dPLIGWCbVBcYYTEDJCYxtBPStK6uNbsuy183byaGSaOWGXTIjKjSmZWy2Np6YFR3nZy41Pt4O01rNbN2fnnS8a+79dqJgFgQTkMCCMUWFGN9waZ2Z0i61LX7J9Rm9vks7WDve7QhM5diKvad2V0TU9U0m+tYZk0vVNPu5RavJloZoeGG7xGcYqbVZG7d9n7i30UJJeWerT3AtzIFaSKQkKwz1rW7LyJoep9m9Flkge/0zT9Qnu1WQMsbyncqE9M4HIpWwo4LWNHs9B7OWUN8jSa9egTsu7AtoccAjxJrmvGu17SXZ7W9mbTtLJsGp2knsuoKowWU8xsB5c4+FcX8OcVaYqDyooTG4ZNLTChzYOOMGm4qVhnaRnpzTcZpgJBam6mSFIw8jHAyOtXU0W9JixADuA7vkDOQTx8gT8qrRM0Th0Yqw6EVbj1C8jSMRTEbAAnAO0AEDHHHBPTzNRJS9DTXsik0W7DFXtvfCbypxkjJH8GiTSrpRIHRfcVmcbgcBSM/uK6COEvtuG1nMjxrljt3LgZAJPxz05qMRmXv1l1SSPejK6vgsy7V644IOT1/jNY8kiqRifdN13WTEuMBgCw54zwPSlk0a8UkSQgKCdxY8DaATn61tGAKiquosykNtKqoAAAx4cZB558KigjdoFkfVERpRl4sJtJ5OCOn5T4jqSPjRySHSMcaTcxyd2karLt3bRgcZA6+PUUxNMnMxjWBWfK9MHkqWH6CtmW1BnuJTqJV4wArYUHr44HXgGmiIrdzqt4CNituKIRxuUeg2jw/u8R1ORhSM1NGvJlBS335ClSSAOTgdfjQmi3pjwbU4O04yPEHH7Gtm5Vo45Y49WLiOI7PfTaSDkADw6H9Ky49Q1AfiNdPlgB6j404vJLwJ6opXFt3UrCVQHBx4HAx50yQ7+cjOas3UrTEyPgnOScYzVTwA8vGtyLFRNxPj6dTRT4j72ckDHUdaKKCyVAgxyefOnSBeApx+1Oij3Kc8EHilnj2kcj5VRF9jBC5zhenhVq3izzt5Hjio4S+7cDk+Z8a0LVt5UNinRLZlOqxvtGemOKbFxu90EgZFaF7Y3HfMBHkAnHpVdLK4GT3bAY5+tTcS1ZTYFslhxT4oy6cAMoPIA5q97JK7YWAgEjgkVYisZIm2sNpByAB/P1oVCbaMkxAFV2+fHjUabec4HB8K2DYyMw2xbiMn0qo1pOOe5xQ6BMrwAFWwN/u8DFTRqzJymPWpvY5e7Z8Zx/tzzUAYupJ945HJNNA2PMDFXTgZGcdTVT2cf38fAVLJlWIBIpgJzRQJj4oY94wXJ+FFPgUyPtHU9Mf+qKKE2XhaOgR3wFIBFVmwWOQGJPU11c2mma0iZAc92pP0rEudOdCfcrbQwWVeyGMgW7suBtwMYqOCUjACgnPWr9tYu1uWbGCcHnnjzqrLamGbHJXdwfOhxY1NPo7ybQ3kkeT2CI7l4Zm21h3HZm9luoTaC4eJkO7BQbSCeOnPrXp9z2m0yGy6xO6x8geOOKwNJ7a28l81vNZrDHljkL7vGK4HU1TR2Qjp3FnOwdiZyQ7pLnr7xX/FQan2dLXkFkyY2qknoMuM16wNTsHhE2V2HoQRiuL7S6pHFroubc7lNtGgI8DvkNZPG14LeTZdnF6noy2DuiQNwSdxU5PyrJls3lhzPbsEQDL46bhlfqAa7O+7VSXNw7zJvPhuH71jrf211fNcT2bNFjLMhAIPHIFViy5VKnHoUsWLXbbs5ttGkhu7eRImKbgwfaabHEe6k908EE8fGuxuJIrq3QR5GxssSOpx4fCuZNqyhuPynDDPjXeo27o43NJVZQePcxOB6YpBH/AMavrb1L7OzYzzxir0FyIoQhopFeJmVx0YeFFacdqucMDjHUGinoyHlR1mmXKeywq2CRGvB4PSr0sNpMv4iruPn1rmbK7kW3jXhl2gYPpUxv9gx7yY8CciuhJUcTbs1ZtPRI9sBwviCP5rHm0xmcAJlyegok1Z412g+959KqtqspcEdc0OqGlI3m7GxzM5lupVODkdQATnFPn7FgHNtcyqFfOwDAOR41kT/aBexyyxpax7kcrnpnBNVl+0XUGkjDwIO86n+2vM2Z6en4Okg+8NMYW+pxyTWMibWdAPwyP92Kgms4IZTBJe26LMqvDKThWyWx6dKwz9oeoOcm3TaTz7oqRLs9oLMXckMalCoRd20D82fnk1SeypLsymnBuUn0T6hoGojfJGEnUZ/pSKf2NYx07VIiCUEXBB3Mo/mt62S+ji/C2CPpzNx+9V7kakysnsLzj/tTk/zTjCafglfJwyVJmZLJNFcW0AljwHG7a4OfpShhtYYHrinC2j9rijlgRLgsMK0rZBz+pqfaI1YbsH4murE3JuzPLUUqI7e2nuX228Lu3PQeXJqQQIn9WVfQNUUsoI5dmP6YqAuAfdU1sZdsu97En5SPkM0tZ/vnooHyoosNTRs41aGPPGVH7Vbe0aXGSDxgceFQ2qd3FGoyW2jPljAxWjE4XGSB8KpeDKT7M9tKZj4+tKmiksPe8ehFavtSL4Zpvt4VsggGk0Ckzz6/tmbUZgpbBlbHHT3jUE1u3eqzBQq8gDmuwv8AS/8AVyXVlKrpvLEOcENnyrOa2Cs7FRvLdD4Zrl4bR3c5zyW79wzkkADPI4ya7Ds6jxaAWWW2hPtB5nG4bcZG3jrnmstrKQLsV9oq1qZK6PaRgrtE45GcH81S8enZGWfJBxL1y0Dk+1XiOvh+IF+iqrGq8tpAYTPaXlw0afnEIDFfXkEepGK555GkG78o6gYqWwjv2u19lWVpM4BRP0P0qnI58Xx0n2a+mXtq93CslnOWDrtkMxyD8xVm5RI3dVZCrYYYO7g8iol7uKWBr/8ABnduEiAxnwBx0qFp1BNXi8uzpzx6Q7angCaTb/xA9TURuBTTOPKtrRgosmOPPJ+FLVYzn4D0opWh6s2oW72zi7v86IOPMYpFnKjB/Wsm1uikaYPRRU7XBblHIz1U01JUZyg7LrXAqu8/xqq07eI/SoHn9KHIqOM22ngJkZ0ifcxOGkXz9agk1Db+S3t/ky/5rEa49Kia4rLZr2arEvaNO6u5ZGP4cZx0xIv+aCPbLJIpZYYdrhjlxnHvdOevSshrj400znHNZybflmnGqpI3ba7jsotllY2obxlnkWRifMDOAPhTbvUtVnR0FzEqEjKwMqfLg9KwjPVi0uEmu/8AVTiJXyWkK5/Sl/RxxqPgnjjMkyyTmGMxuHLGZcnHwzUbTelUGuMmmmehdM0a2L5moeZdq7Sc497Ixzk9Plis4z/Gm9+ae4tC/wB9RVOAS3EyxW8byyt+WNBlmOM8DxNFLcehp6IsVzqMFvMHZXONqnlz4DPh612152XitLB5biOLuoxukaAOJI18SCWIbHoCQOK81sb+WwvYbqH+pC+5flXW6t9oE19p01ukUiyzRmNmYjAUjBxj515/yZ/J3jxPr2duCGDSXJ59HPNP1Gciomm+NUu9+VNMhru36OTQtmb41G01Vd9JvNS5lKBOZTTt8fcBu8Jl3kGPb0XA5z485+lVd1Juqdx6k3eGkMhqHdRupbj1JS5pNxqLdRupbDok3UZ9K1LfV7Fba1judOWWSJoxI/HvorZK/NeKhW909IX22WZWiiUFsFVdVAY/+RBJ9aWwUUlcqQyMQwPBHGPpRTr+4hnupHtYBBCcbI/Lz/mijYdDW6n1NIKKKPwJ+QNN8aKKGMKSiigBpooopAFJRRSGJRRRSAKKKKAEooooA//Z",1119632722,4.3,Data science
Naked Statistics: Stripping the Dread from Data,Charles Wheelan ,"For those who slept through Stats 101, this book is a lifesaver. Wheelan strips away the arcane and technical details and focuses on the underlying intuition that drives statistical analysis. He clarifies key concepts such as inference, correlation, and regression analysis, reveals how biased or careless parties can manipulate or misrepresent data, and shows us how brilliant and creative researchers are exploiting the valuable data from natural experiments to tackle thorny questions.",beginners,"https://m.media-amazon.com/images/I/513ZA3FNwVL._SX310_BO1,204,203,200_.jpg",1480590185,4.6,Data science
 Algorithms of Oppression: How Search Engines Reinforce Racism,Safiya Umoja Noble,"In Algorithms of Oppression, Safiya Umoja Noble challenges the idea that search engines like Google offer an equal playing field for all forms of ideas, identities, and activities. Data discrimination is a real social problem; Noble argues that the combination of private interests in promoting certain sites, along with the monopoly status of a relatively small number of Internet search engines, leads to a biased set of search algorithms that privilege whiteness and discriminate against people of color, specifically women of color.",beginners,"https://m.media-amazon.com/images/I/41hmbLsEbqL._SX332_BO1,204,203,200_.jpg",1479837245,4.5,Data science
"The Art of Data Science
A Guide for Anyone Who Works with Data",Roger D. Peng and Elizabeth Matsui,"This book describes the process of analyzing data. The authors have extensive experience both managing data analysts and conducting their own data analyses, and this book is a distillation of their experience in a format that is applicable to both practitioners and managers in data science. ",beginners,"https://m.media-amazon.com/images/I/51kVlokB32L._SX331_BO1,204,203,200_.jpg",1365061469,4.5,Data science
Social Media Mining: An Introduction," Reza Zafarani, Mohammad Ali Abbasi , Huan Liu ","The growth of social media over the last decade has revolutionized the way individuals interact and industries conduct business. Individuals produce data at an unprecedented rate by interacting, sharing, and consuming content through social media. Understanding and processing this new type of data to glean actionable patterns presents challenges and opportunities for interdisciplinary research, novel algorithms, and tool development. Social Media Mining integrates social media, social network analysis, and data mining to provide a convenient and coherent platform for students, practitioners, researchers, and project managers to understand the basics and potentials of social media mining. It introduces the unique problems arising from social media data and presents fundamental concepts, emerging issues, and effective algorithms for network analysis and data mining. Suitable for use in advanced undergraduate and beginning graduate courses as well as professional short courses, the text contains exercises of different degrees of difficulty that improve understanding and help apply concepts, principles, and methods in various scenarios of social media mining.",beginners,"https://m.media-amazon.com/images/I/41NG6EblFFL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",1107018854,4.6,Data science
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,"In this practical and comprehensive guide, author Martin Kleppmann helps you navigate this diverse landscape by examining the pros and cons of various technologies for processing and storing data. Software keeps changing, but the fundamental principles remain the same. With this book, software engineers and architects will learn how to apply those ideas in practice, and how to make full use of data in modern applications.",advanced,"https://m.media-amazon.com/images/I/51ZSpMl1-LL._SX379_BO1,204,203,200_.jpg",1449373321,5,Data science
"Machine Learners
Archaeology of a Data Practice",Adrian Mackenzie,"Machine learning—programming computers to learn from data—has spread across scientific disciplines, media, entertainment, and government. Medical research, autonomous vehicles, credit transaction processing, computer gaming, recommendation systems, finance, surveillance, and robotics use machine learning. Machine learning devices (sometimes understood as scientific models, sometimes as operational algorithms) anchor the field of data science. ",intermediate,https://books.google.com.pk/books/publisher/content?id=dN5BDwAAQBAJ&pg=PP1&img=1&zoom=3&hl=en&bul=1&sig=ACfU3U3Gx7MpbPUG-VTCFseuoY2g4074Tw&w=1280,262036827,4.6,ML
Data Science from Scratch: Practical Guide with Python,Alain Kaufmann,"This Is a Practical Guide Book This book will help you explore exactly all data science techniques by using python. This book takes a different approach that is based on providing simple examples of how each da science technique work, and building on those examples step by step to encompass data science. You will build our data science Model by using Python",beginners,https://images-na.ssl-images-amazon.com/images/I/51jAHlsXf7L.jpg,1986318478,4.3,ML
Machine Learning for Hackers,Drew Conway and John Myles White,"Best for programmers (who enjoy practical case studies) Rather than the term “hackers” referring to individuals who gain unauthorized access to people’s data,  the authors talk about programmers who hack together code for a specific purpose or project. This book is ideal for those with programming and coding experience but who are less familiar with the mathematics and statistics side of machine learning. 

The book uses case studies that offer practical applications of machine learning algorithms, which help to situate mathematical theories in the real world. Examples, such as how to build a recommendation for who to follow on Twitter, keep the abstract concepts grounded.",advanced,"https://m.media-amazon.com/images/I/51B13CJxR0L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",1449303714,3.8,ML
The Algorithmic Leader: How to Be Smart When Machines Are Smarter Than You,Mike Walsh ,"“Mike Walsh's The Algorithmic Leader is an intelligent and timely look at leadership in the digital age. If the twentieth century was governed by leaders of people, the twenty-first will be governed by leaders who understand the relationship between people and the technologies that define the modern workplace.",intermediate,"https://m.media-amazon.com/images/I/51gvf14T2iL._SX332_BO1,204,203,200_.jpg",1989025331,3,ML
You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,Janelle Shane,"""You look like a thing and I love you"" is one of the best pickup lines ever . . . according to an artificial intelligence trained by scientist Janelle Shane, creator of the popular blog AI Weirdness. She creates silly AIs that learn how to name paint colors, create the best recipes, and even flirt (badly) with humans—all to understand the technology that governs so much of our daily lives.",beginners,"https://m.media-amazon.com/images/I/4164d+Pw+dL._SX371_BO1,204,203,200_.jpg",? 0316525243,2.6,ML
 An Introduction to Statistical Learning,"Gareth James, Daniela Witten, Trevor Hastie, and Robert Tibshirani","Best for a statistics approach

This book is an excellent tool for those who already have some knowledge of statistics. You’ll be able to understand statistical learning, and unveil the process of managing and understanding complex data sets. It covers important concepts like linear regression, tree-based models, and resample methods, and includes plenty of tutorials (using R) to apply these methods to machine learning.",beginners,"https://m.media-amazon.com/images/I/41pP5+SAv-L._SY344_BO1,204,203,200_.jpg",1461471370,3.5,ML
"Superintelligence: Paths, Dangers, Strategies", Nick Bostrom ,Superintelligence asks the questions: What happens when machines surpass humans in general intelligence? Will artificial agents save or destroy us? Nick Bostrom lays the foundation for understanding the future of humanity and intelligent life.,intermediate,"https://m.media-amazon.com/images/I/519H6qwHjqL._SX328_BO1,204,203,200_.jpg",9.78E+12,4.1,ML
Fundamentals of Machine Learning for Predictive Data Analytics,"John D. Kelleher, Brian Mac Namee, and Aoife D’Arcy","Best for an analytics approach

Another book that provides practical applications and case studies alongside the theory behind machine learning. This book is written for those who develop on and with the internet. It takes the guesswork out of predictive data analytics, providing a comprehensive collection of algorithms and models for applying machine learning. ",advanced,"https://m.media-amazon.com/images/I/513Iqg6WRxL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",262029448,4.9,ML
Machine Learning for Humans ,Vishal Maini and Samer Sabri,"It is a clear, easy-to-read guide for machine learning beginners, accompanied with code, math, and real-world examples for context. In five chapters, you’ll learn why machine learning matters, then become familiar with supervised and unsupervised learning, neural networks and deep learning, and reinforcement learning. As a bonus, it includes a list of resources for further study.",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1507114662i/36351895.jpg,91827364,4.1,ML
Data Mining: Practical Machine Learning Tools and Techniques," Ian H. Witten, Eibe Frank, Mark A. Hall  and Christopher J. Pal","Data Mining: Practical Machine Learning Tools and Techniques offers a highly accessible introduction to machine learning concepts, along with mathematical theory and practical advice on applying these techniques in real-world situations. 

The book’s fourth edition includes new chapters to reflect the latest developments in the field, including probabilistic methods and deep learning. It is also worth mentioning that the book comes with the authors’ own software, WEKA, a comprehensive collection of machine learning algorithms for data mining tasks in an easy-to-use interactive interface.",beginners,"https://m.media-amazon.com/images/I/51xkbNga5kL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",128042915,4.2,ML
AI and Machine Learning For Coders,Laurence Moroney,"AI and Machine Learning for Coders is based on Laurance Monorey’s popular AI courses, providing an accessible introduction to machine learning through a hands-on, code-first approach. Each chapter presents a practical use case to illustrate the different scenarios where machine learning comes in handy, for example, computer vision, natural language processing, and cloud computing.",beginners,"https://m.media-amazon.com/images/I/515O9TBfK6L._SX379_BO1,204,203,200_.jpg",1492078190,4.7,ML
